102,"Stephanophyes superba","adult","Prey length (mm)","max",10,"Biggs1977b_Feeding"
103,"Nanomia bijuga","adult","Prey length (mm)","point",17,"Biggs1977b_Feeding"
104,"Forskalia tholoides","adult","Prey length (mm)","point",6,"Biggs1977b_Feeding"
105,"Forskalia tholoides","adult","Prey length (mm)","point",7,"Biggs1977b_Feeding"
106,"Athorybia rosacea","adult","Prey length (mm)","point",6,"Biggs1977b_Feeding"
107,"Athorybia rosacea","adult","Prey length (mm)","point",9,"Biggs1977b_Feeding"
108,"Rhizophysa filiformis","adult","Prey length (mm)","point",5,"Biggs1977b_Feeding"
109,"Rhizophysa filiformis","adult","Prey length (mm)","point",10,"Biggs1977b_Feeding"
110,"Cordagalma ordinatum","adult","Nauplii ingestion rate","point",1,"Biggs1977b_Feeding"
111,"Nanomia bijuga","adult","Tentacle number","point",13,"Biggs1977b_Feeding"
112,"Rosacea flaccida","adult","Surface temperature","point",25.1,"Biggs1978b_Rflaccida"
113,"Rosacea flaccida","adult","Surface temperature","point",19.6,"Biggs1978b_Rflaccida"
114,"Rosacea flaccida","adult","Surface temperature","point",21.2,"Biggs1978b_Rflaccida"
115,"Rosacea flaccida","adult","Surface temperature","point",26.8,"Biggs1978b_Rflaccida"
116,"Rosacea flaccida","adult","Surface temperature","point",23.7,"Biggs1978b_Rflaccida"
117,"Rosacea flaccida","adult","Surface salinity (%)","point",36.6,"Biggs1978b_Rflaccida"
118,"Rosacea flaccida","adult","Surface salinity (%)","point",35.6,"Biggs1978b_Rflaccida"
119,"Rosacea flaccida","adult","Surface salinity (%)","point",35.3,"Biggs1978b_Rflaccida"
120,"Rosacea flaccida","adult","Tentacle number","min",30,"Biggs1978b_Rflaccida"
121,"Rosacea flaccida","adult","Tentacle number","max",70,"Biggs1978b_Rflaccida"
122,"Rosacea flaccida","adult","Heteroneme number","point",30,"Biggs1978b_Rflaccida"
123,"Rosacea flaccida","adult","Heteroneme length (um)","point",75,"Biggs1978b_Rflaccida"
124,"Rosacea flaccida","adult","Heteroneme width (um)","point",8,"Biggs1978b_Rflaccida"
125,"Rosacea flaccida","adult","Haploneme length (um)","point",30,"Biggs1978b_Rflaccida"
126,"Rosacea flaccida","adult","Haploneme width (um)","point",5,"Biggs1978b_Rflaccida"
127,"Rosacea flaccida","adult","Desmoneme length (um)","max",10,"Biggs1978b_Rflaccida"
128,"Rosacea flaccida","adult","Desmoneme width (um)","max",8,"Biggs1978b_Rflaccida"
129,"Rosacea flaccida","adult","Desmoneme length (um)","min",7.5,"Biggs1978b_Rflaccida"
130,"Rosacea flaccida","adult","Desmoneme width (um)","min",7,"Biggs1978b_Rflaccida"
131,"Rosacea flaccida","adult","Rhopaloneme length (um)","point",15,"Biggs1978b_Rflaccida"
132,"Rosacea flaccida","adult","Rhopaloneme width (um)","point",3,"Biggs1978b_Rflaccida"
133,"Rosacea cymbiformis","adult","Heteroneme number","point",30,"Biggs1978b_Rflaccida"
134,"Rosacea cymbiformis","adult","Heteroneme length (um)","point",75,"Biggs1978b_Rflaccida"
135,"Rosacea cymbiformis","adult","Heteroneme width (um)","point",8.5,"Biggs1978b_Rflaccida"
136,"Rosacea cymbiformis","adult","Haploneme length (um)","point",37,"Biggs1978b_Rflaccida"
137,"Rosacea cymbiformis","adult","Haploneme width (um)","point",6.5,"Biggs1978b_Rflaccida"
138,"Rosacea cymbiformis","adult","Desmoneme length (um)","max",14.5,"Biggs1978b_Rflaccida"
139,"Rosacea cymbiformis","adult","Desmoneme width (um)","max",10,"Biggs1978b_Rflaccida"
140,"Rosacea cymbiformis","adult","Desmoneme length (um)","min",12.5,"Biggs1978b_Rflaccida"
141,"Rosacea cymbiformis","adult","Desmoneme width (um)","min",8.5,"Biggs1978b_Rflaccida"
142,"Rosacea cymbiformis","adult","Rhopaloneme length (um)","point",13.5,"Biggs1978b_Rflaccida"
143,"Rosacea cymbiformis","adult","Rhopaloneme width (um)","point",3.5,"Biggs1978b_Rflaccida"
144,"Rosacea plicata","adult","Heteroneme number","point",36,"Biggs1978b_Rflaccida"
145,"Rosacea plicata","adult","Heteroneme length (um)","point",120,"Biggs1978b_Rflaccida"
146,"Rosacea plicata","adult","Heteroneme width (um)","point",10,"Biggs1978b_Rflaccida"
147,"Rosacea plicata","adult","Haploneme length (um)","point",50,"Biggs1978b_Rflaccida"
148,"Rosacea plicata","adult","Haploneme width (um)","point",9,"Biggs1978b_Rflaccida"
149,"Rosacea plicata","adult","Desmoneme length (um)","max",18,"Biggs1978b_Rflaccida"
150,"Rosacea plicata","adult","Desmoneme width (um)","max",12.5,"Biggs1978b_Rflaccida"
151,"Rosacea plicata","adult","Desmoneme length (um)","min",9,"Biggs1978b_Rflaccida"
152,"Rosacea plicata","adult","Desmoneme width (um)","min",9,"Biggs1978b_Rflaccida"
153,"Rosacea plicata","adult","Rhopaloneme length (um)","point",30,"Biggs1978b_Rflaccida"
154,"Rosacea plicata","adult","Rhopaloneme width (um)","point",5.5,"Biggs1978b_Rflaccida"
155,"Desmophyes villafrancae","adult","Heteroneme number","point",6,"Biggs1978b_Rflaccida"
156,"Desmophyes villafrancae","adult","Heteroneme length (um)","point",32.5,"Biggs1978b_Rflaccida"
157,"Desmophyes villafrancae","adult","Heteroneme width (um)","point",8.5,"Biggs1978b_Rflaccida"
158,"Desmophyes villafrancae","adult","Haploneme length (um)","point",20,"Biggs1978b_Rflaccida"
159,"Desmophyes villafrancae","adult","Desmoneme length (um)","point",5,"Biggs1978b_Rflaccida"
160,"Desmophyes villafrancae","adult","Desmoneme width (um)","point",3.5,"Biggs1978b_Rflaccida"
161,"Desmophyes villafrancae","adult","Rhopaloneme length (um)","point",7.5,"Biggs1978b_Rflaccida"
162,"Desmophyes villafrancae","adult","Rhopaloneme width (um)","point",1.5,"Biggs1978b_Rflaccida"
163,"Desmophyes annectens","adult","Heteroneme length (um)","point",140,"Biggs1978b_Rflaccida"
164,"Desmophyes annectens","adult","Heteroneme width (um)","point",9.5,"Biggs1978b_Rflaccida"
165,"Desmophyes annectens","adult","Haploneme length (um)","point",37.5,"Biggs1978b_Rflaccida"
166,"Desmophyes annectens","adult","Desmoneme length (um)","point",13.5,"Biggs1978b_Rflaccida"
167,"Desmophyes annectens","adult","Desmoneme width (um)","point",10,"Biggs1978b_Rflaccida"
168,"Desmophyes annectens","adult","Rhopaloneme length (um)","point",12.5,"Biggs1978b_Rflaccida"
169,"Desmophyes annectens","adult","Rhopaloneme width (um)","point",4.5,"Biggs1978b_Rflaccida"
170,"Rosacea flaccida","adult","Colony length (cm)","min",30,"Biggs1978b_Rflaccida"
171,"Rosacea flaccida","adult","Colony length (cm)","max",70,"Biggs1978b_Rflaccida"
172,"Rosacea flaccida","adult","Fishing cycle frequency (times/hour)","min",180,"Biggs1978b_Rflaccida"
173,"Rosacea flaccida","adult","Fishing cycle frequency (times/hour)","max",240,"Biggs1978b_Rflaccida"
174,"Athorybia lucida","adult","Tentilla per tentacle","min",20,"Biggs1978c_Athorybia"
175,"Athorybia lucida","adult","Tentilla per tentacle","max",50,"Biggs1978c_Athorybia"
176,"Athorybia lucida","adult","Number of terminal filaments","point",2,"Biggs1978c_Athorybia"
177,"Athorybia lucida","adult","Number of heteroneme rows per side (proximal cnidoband)","point",1,"Biggs1978c_Athorybia"
178,"Athorybia lucida","adult","Number of heteroneme rows per side (distal cnidoband)","point",1,"Biggs1978c_Athorybia"
179,"Athorybia lucida","adult","Cnidoband length (um)","point",1200,"Biggs1978c_Athorybiafromfigure"
180,"Athorybia lucida","adult","Terminal filament length (um)","point",1500,"Biggs1978c_Athorybiafromfigure"
181,"Athorybia lucida","adult","Terminal filament length (um)","point",500,"Biggs1978c_Athorybiafromfigure"
182,"Athorybia lucida","adult","Surface temperature","point",23.6,"Biggs1978c_Athorybia"
183,"Athorybia lucida","adult","Surface temperature","point",23.2,"Biggs1978c_Athorybia"
184,"Athorybia lucida","adult","Surface temperature","point",23.4,"Biggs1978c_Athorybia"
185,"Athorybia lucida","adult","Surface temperature","point",24,"Biggs1978c_Athorybia"
186,"Athorybia lucida","adult","Surface temperature","point",26,"Biggs1978c_Athorybia"
187,"Athorybia lucida","adult","Surface temperature","point",26.2,"Biggs1978c_Athorybia"
188,"Athorybia lucida","adult","Surface salinity (%)","point",36.8,"Biggs1978c_Athorybia"
189,"Athorybia lucida","adult","Surface salinity (%)","point",36.8,"Biggs1978c_Athorybia"
190,"Athorybia lucida","adult","Surface salinity (%)","point",36.9,"Biggs1978c_Athorybia"
191,"Athorybia lucida","adult","Surface salinity (%)","point",36.8,"Biggs1978c_Athorybia"
192,"Athorybia lucida","adult","Number of zags","point",1.25,"Biggs1978c_Athorybia"
193,"Cordagalma ordinatum","adult","Colony length (cm)","point",30,"Carre1968_Ccordiformis"
194,"Cordagalma ordinatum","adult","Gastrozooid length (mm)","point",2,"Carre1968_Ccordiformis"
195,"Cordagalma ordinatum","adult","Cnidosac length (um)","point",40,"Carre1968_Ccordiformis"
196,"Cordagalma ordinatum","adult","Cnidoband length (um)","point",40,"Carre1968_Ccordiformis"
197,"Cordagalma ordinatum","adult","Tentilla per tentacle","min",50,"Carre1968_Ccordiformis"
198,"Cordagalma ordinatum","adult","Tentilla per tentacle","max",100,"Carre1968_Ccordiformis"
199,"Cordagalma ordinatum","adult","Heteroneme number","point",5,"Carre1968_Ccordiformis"
200,"Cordagalma ordinatum","adult","Heteroneme length (um)","point",17.5,"Carre1968_Ccordiformis"
201,"Cordagalma ordinatum","adult","Heteroneme width (um)","point",8.5,"Carre1968_Ccordiformis"
202,"Cordagalma ordinatum","adult","Heteroneme shaft length (um)","point",12.5,"Carre1968_Ccordiformis"
203,"Cordagalma ordinatum","adult","Heteroneme shaft width (um)","point",6,"Carre1968_Ccordiformis"
204,"Cordagalma ordinatum","adult","Haploneme length (um)","point",16,"Carre1968_Ccordiformis"
205,"Cordagalma ordinatum","adult","Haploneme width (um)","point",2,"Carre1968_Ccordiformis"
206,"Cordagalma ordinatum","adult","Proximal haploneme length (um)","point",16,"Carre1968_Ccordiformis"
207,"Cordagalma ordinatum","adult","Proximal haploneme width (um)","point",2,"Carre1968_Ccordiformis"
208,"Cordagalma ordinatum","adult","Distal haploneme length (um)","point",5.5,"Carre1968_Ccordiformis"
209,"Cordagalma ordinatum","adult","Distal haploneme width (um)","point",5,"Carre1968_Ccordiformis"
210,"Lilyopsis medusa","adult","Colony length (cm)","min",5,"Carre1969a_Lrosea"
211,"Lilyopsis medusa","adult","Colony length (cm)","max",10,"Carre1969a_Lrosea"
212,"Lilyopsis medusa","adult","Tentacle number","min",10,"Carre1969a_Lrosea"
213,"Lilyopsis medusa","adult","Tentacle number","max",20,"Carre1969a_Lrosea"
214,"Lilyopsis medusa","adult","Heteroneme number","min",14,"Carre1969a_Lrosea"
215,"Lilyopsis medusa","adult","Heteroneme number","max",20,"Carre1969a_Lrosea"
216,"Lilyopsis medusa","adult","Gastrozooid length (mm)","point",1.1,"Carre1969a_Lrosea"
217,"Lilyopsis medusa","adult","Number of haploneme rows","point",7,"Carre1969a_Lrosea"
218,"Lilyopsis medusa","adult","Number of heteroneme rows per side","point",1,"Carre1969a_Lrosea"
219,"Lilyopsis medusa","adult","Rhopaloneme length (um)","point",15,"Carre1969a_Lrosea"
220,"Lilyopsis medusa","adult","Rhopaloneme width (um)","point",5,"Carre1969a_Lrosea"
221,"Lilyopsis medusa","adult","Rhopaloneme tubule length (um)","point",45,"Carre1969a_Lrosea"
222,"Lilyopsis medusa","adult","Desmoneme length (um)","point",9,"Carre1969a_Lrosea"
223,"Lilyopsis medusa","adult","Desmoneme width (um)","point",5,"Carre1969a_Lrosea"
224,"Lilyopsis medusa","adult","Cnidoband desmoneme length (um)","point",15,"Carre1969a_Lrosea"
225,"Lilyopsis medusa","adult","Cnidoband desmoneme width (um)","point",9,"Carre1969a_Lrosea"
226,"Lilyopsis medusa","adult","Haploneme length (um)","point",30,"Carre1969a_Lrosea"
227,"Lilyopsis medusa","adult","Haploneme width (um)","point",5,"Carre1969a_Lrosea"
228,"Lilyopsis medusa","adult","Heteroneme length (um)","point",80,"Carre1969a_Lrosea"
229,"Lilyopsis medusa","adult","Heteroneme width (um)","point",13,"Carre1969a_Lrosea"
230,"Lilyopsis medusa","adult","Heteroneme shaft length (um)","point",75,"Carre1969a_Lrosea"
231,"Lilyopsis medusa","adult","Heteroneme shaft width (um)","point",5,"Carre1969a_Lrosea"
232,"Lilyopsis medusa","adult","Heteroneme spine length (um)","point",15,"Carre1969a_Lrosea"
233,"Lilyopsis medusa","adult","Heteroneme tubule width (um)","point",3,"Carre1969a_Lrosea"
234,"Lilyopsis medusa","adult","Cnidoband length (um)","point",414,"Carre1969a_Lrosea"
235,"Prayola tottoni","adult","Colony length (cm)","point",25,"Carre1969c_Ptottoni"
236,"Prayola tottoni","adult","Heteroneme number","point",4,"Carre1969c_Ptottoni"
237,"Prayola tottoni","adult","Number of heteroneme rows per side","point",1,"Carre1969c_Ptottoni"
238,"Prayola tottoni","adult","Number of haploneme rows","min",6,"Carre1969c_Ptottoni"
239,"Prayola tottoni","adult","Number of haploneme rows","max",8,"Carre1969c_Ptottoni"
240,"Prayola tottoni","adult","Haploneme number","min",180,"Carre1969c_Ptottoni"
241,"Prayola tottoni","adult","Cnidoband desmoneme number","point",15,"Carre1969c_Ptottoni"
242,"Prayola tottoni","adult","Rhopaloneme length (um)","point",11,"Carre1969c_Ptottoni"
243,"Prayola tottoni","adult","Rhopaloneme width (um)","point",3.5,"Carre1969c_Ptottoni"
244,"Prayola tottoni","adult","Rhopaloneme tubule length (um)","point",35,"Carre1969c_Ptottoni"
245,"Prayola tottoni","adult","Desmoneme length (um)","point",14,"Carre1969c_Ptottoni"
246,"Prayola tottoni","adult","Desmoneme width (um)","point",7.5,"Carre1969c_Ptottoni"
247,"Prayola tottoni","adult","Number of coils in desmoneme tubule","min",4,"Carre1969c_Ptottoni"
248,"Prayola tottoni","adult","Number of coils in desmoneme tubule","max",5,"Carre1969c_Ptottoni"
249,"Prayola tottoni","adult","Heteroneme length (um)","point",35,"Carre1969c_Ptottoni"
250,"Prayola tottoni","adult","Heteroneme width (um)","point",22.5,"Carre1969c_Ptottoni"
251,"Prayola tottoni","adult","Heteroneme shaft length (um)","point",26.5,"Carre1969c_Ptottoni"
252,"Prayola tottoni","adult","Heteroneme shaft width (um)","point",12,"Carre1969c_Ptottoni"
253,"Desmophyes villafrancae","adult","Heteroneme number","mode",6,"Carre1969d_Rvillafrancae"
254,"Desmophyes villafrancae","adult","Cnidoband desmoneme number","min",6,"Carre1969d_Rvillafrancae"
255,"Desmophyes villafrancae","adult","Cnidoband desmoneme number","max",8,"Carre1969d_Rvillafrancae"
256,"Desmophyes villafrancae","adult","Rhopaloneme length (um)","point",7.5,"Carre1969d_Rvillafrancae"
257,"Desmophyes villafrancae","adult","Rhopaloneme width (um)","point",1.5,"Carre1969d_Rvillafrancae"
258,"Desmophyes villafrancae","adult","Rhopaloneme tubule length (um)","point",22.5,"Carre1969d_Rvillafrancae"
259,"Desmophyes villafrancae","adult","Desmoneme length (um)","point",3.5,"Carre1969d_Rvillafrancae"
260,"Desmophyes villafrancae","adult","Desmoneme width (um)","point",5,"Carre1969d_Rvillafrancae"
261,"Desmophyes villafrancae","adult","Haploneme length (um)","point",20,"Carre1969d_Rvillafrancae"
262,"Desmophyes villafrancae","adult","Heteroneme length (um)","point",32.5,"Carre1969d_Rvillafrancae"
263,"Desmophyes villafrancae","adult","Heteroneme width (um)","point",8.5,"Carre1969d_Rvillafrancae"
264,"Desmophyes villafrancae","adult","Heteroneme shaft length (um)","point",20,"Carre1969d_Rvillafrancae"
265,"Apolemia uvaria","adult","Heteroneme length (um)","point",34,"Carre1973a"
266,"Apolemia uvaria","adult","Heteroneme width (um)","point",15,"Carre1973a"
267,"Apolemia uvaria","adult","Heteroneme shaft width (um)","mode",3.5,"Carre1973a"
268,"Apolemia uvaria","adult","Heteroneme shaft length (um)","mode",66,"Carre1973a"
269,"Apolemia uvaria","adult","Heteroneme thread width (um)","point",3,"Carre1973a"
270,"Apolemia uvaria","adult","Heteroneme shaft width (um)","max",6.5,"Carre1973a"
271,"Apolemia uvaria","adult","Heteroneme length (um)","point",15,"Carre1973a"
272,"Apolemia uvaria","adult","Heteroneme width (um)","point",9,"Carre1973a"
273,"Apolemia uvaria","adult","Heteroneme shaft width (um)","mode",2.5,"Carre1973a"
274,"Apolemia uvaria","adult","Heteroneme shaft length (um)","mode",46,"Carre1973a"
275,"Apolemia uvaria","adult","Heteroneme thread width (um)","point",1.6,"Carre1973a"
276,"Apolemia uvaria","adult","Heteroneme shaft width (um)","max",3.4,"Carre1973a"
277,"Marrus claudanielis","adult","Number of terminal filaments","point",1,"Dunn2005_claudanielis"
278,"Marrus claudanielis","adult","Depth (m)","point",1190,"Dunn2005_claudanielis"
279,"Marrus claudanielis","adult","Depth (m)","point",518,"Dunn2005_claudanielis"
280,"Marrus claudanielis","adult","Colony length (cm)","point",21,"Dunn2005_claudanielis"
281,"Marrus claudanielis","adult","Gastrozooid length (mm)","max",12,"Dunn2005_claudanielis"
282,"Marrus claudanielis","adult","Tentacle number","point",30,"Dunn2005_claudanielis"
283,"Marrus claudanielis","adult","Basigaster proportion","point",0.25,"Dunn2005_claudanielis"
284,"Marrus claudanielis","adult","Cnidoband length (um)","point",3000,"Dunn2005_claudanielis"
285,"Marrus claudanielis","adult","Number of coils","point",9,"Dunn2005_claudanielis"
286,"Marrus claudanielis","adult","Heteroneme length (um)","point",65,"Dunn2005_claudanielis"
287,"Marrus claudanielis","adult","Heteronme width (um)","point",9,"Dunn2005_claudanielis"
288,"Marrus claudanielis","adult","Haploneme length (um)","point",125,"Dunn2005_claudanielis"
289,"Marrus claudanielis","adult","Haploneme width (um)","point",28,"Dunn2005_claudanielis"
290,"Marrus claudanielis","adult","Rhopaloneme length (um)","point",12,"Dunn2005_claudanielis"
291,"Marrus claudanielis","adult","Rhopaloneme width (um)","point",12,"Dunn2005_claudanielis"
292,"Marrus claudanielis","adult","Desmoneme length (um)","point",25,"Dunn2005_claudanielis"
293,"Marrus claudanielis","adult","Desmoneme width (um)","point",14,"Dunn2005_claudanielis"
294,"Marrus claudanielis","adult","Depth (m)","point",767,"Dunn2005_claudanielis"
295,"Marrus claudanielis","adult","Depth (m)","point",934,"Dunn2005_claudanielis"
296,"Marrus claudanielis","adult","Depth (m)","point",1001,"Dunn2005_claudanielis"
